gap,band,Company,What they are,Kind of business,HQ,Country,Staff (company),Capacity MW,Hyperscale focus,People we have mapped,Ward searches,Already linked to,Website,LinkedIn,Where the name came from,company_id
no connection at all,C · Small or unknown scale,TurningPoint Energy,Energy developer / utility,Energy / utility,"Charlotte, North Carolina",North Carolina,11 to 50,,,2,,,https://www.turningpointenergy.com,https://www.linkedin.com/company/turningpoint-energy/,Energy Developer,turningpoint-energy
no connection at all,C · Small or unknown scale,Tutor Perini Corporation,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/tutor-perini-corporation/,General Contractors USA,tutor-perini-corporation
no connection at all,C · Small or unknown scale,Unico Solar Investors,Energy developer / utility,Energy / utility,"Milwaukee, Wisconsin",Wisconsin,11 to 50,,,,,,https://www.unicosolar.com,https://www.linkedin.com/company/unico-solar-investors/,Energy Developer,unico-solar-investors
no connection at all,C · Small or unknown scale,United Power,Energy developer / utility,Energy / utility,"Brighton, Colorado",Colorado,201-500,,,1,,,https://www.unitedpower.com,https://www.linkedin.com/company/united-power/,Energy Developer,united-power
no connection at all,C · Small or unknown scale,Up Engineering,Civil / land engineering,Construction / engineering,"San Antonio, Texas",Texas,11 to 50,,,,,,http://www.upengineering.com,https://www.linkedin.com/company/up-engineering-llc/,Civil Land Developers,up-engineering
no connection at all,C · Small or unknown scale,Vogt Engineering,Civil / land engineering,Construction / engineering,"The Woodlands, Texas",Texas,1 to 10,,,,,,https://vogtengineering.com,https://www.linkedin.com/company/vogt-engineering-llc/,Civil Land Developers,vogt-engineering
no connection at all,C · Small or unknown scale,"Walsh, Colucci, Lubeley & Walsh",Civil / land engineering,Construction / engineering,"Arlington, Virginia",Virginia,51 to 200,,,,,,http://www.thelandlawyers.com/,https://www.linkedin.com/company/walshcoluccilubeley&walshpc/,Civil Land Developers,walsh-colucci-lubeley-walsh
no connection at all,C · Small or unknown scale,Wayne Brothers Companies,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/wayne-brothers-companies,General Contractors USA,wayne-brothers-companies
no connection at all,C · Small or unknown scale,WGA,Civil / land engineering,Construction / engineering,"Houston, Texas",Texas,51 to 200,,,,,,https://wga-llc.com/,https://www.linkedin.com/company/ward-getz-associates-llc/,Civil Land Developers,wga
no connection at all,C · Small or unknown scale,Wildwood Solar,Energy developer / utility,Energy / utility,"Portland, Oregon",Oregon,11 to 50,,,,,,https://www.wildwoodsolar.com,,Energy Developer,wildwood-solar
no connection at all,C · Small or unknown scale,WithersRavenel,Civil / land engineering,Construction / engineering,"Cary, North Carolina",North Carolina,201 to 500,,,,,,https://www.withersravenel.com,https://www.linkedin.com/company/withersravenel/,Civil Land Developers,withersravenel
no connection at all,C · Small or unknown scale,XL Construction,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/xl-construction/,General Contractors USA,xl-construction
no connection at all,C · Small or unknown scale,Yampa Valley Electric Association,Energy developer / utility,Energy / utility,"Steamboat Springs, Colorado",Colorado,51-200,,,,,,https://www.yvea.com,,Energy Developer,yampa-valley-electric-association
no owner on record,,Digital Realty,DC developer / operator,Pure-play data center,"Austin, Texas, United States",United States,"1,001-5,000",7608,Primary Focus,184,,ACCIONA; ARCO Design/Build; CoreWeave; Gilbane Building Company; KDC Real Estate Development; Mapletree Industrial,https://www.digitalrealty.com/,https://www.linkedin.com/company/digitalrealty/,Data Centre Developer,digital-realty
no owner on record,,Google,Hyperscaler,Pure-play data center,"Mountain View, California",California,10001,6567,Primary Focus,335,,AES Clean Energy; Apex Clean Energy; Avangrid Renewables; Brookfield Renewable; Clearway Energy Group; Cypress Creek Renewables,https://goo.gle/3DLEokh,https://www.linkedin.com/company/google/,Data Centre Developer,google
no owner on record,,NTT,DC developer / operator,Telecom / network,"London, United Kingdom",United Kingdom,"501-1,000",5383,Primary Focus,64,2,Clark Construction Group,https://services.global.ntt/globaldatacenters,https://www.linkedin.com/company/ntt-global-data-centers/,Data Centre Developer,ntt
no owner on record,,AWS,Hyperscaler,Pure-play data center,"Seattle, Washington",Washington,"1,001-5,000",5127,Primary Focus,420,,AES Clean Energy; Avangrid Renewables; Bohler; Cipher Mining; Corporate Office Properties Trust; Dominion Energy,http://aws.amazon.com,https://www.linkedin.com/company/amazon-web-services/,Data Centre Developer,aws
no owner on record,,CloudHQ,DC developer / operator,Pure-play data center,"Washington D.C, United States",United States,201-500,4511,Primary Focus,40,,Holder Construction,http://www.cloudhq.com,https://www.linkedin.com/company/cloudhq-llc/,Data Centre Developer,cloudhq
no owner on record,,Equinix,DC developer / operator,Pure-play data center,"Redwood City, California, United States",United States,10001,3552,Primary Focus,256,,Clayco; GPX Global; atNorth,http://www.equinix.com,https://www.linkedin.com/company/equinix/,Data Centre Developer,equinix
no owner on record,,Prologis,DC developer / operator + Real estate & industrial developer,Real estate / industrial,"San Francisco, California, United States",United States,"1,001-5,000",3380,Secondary Focus,147,,Skybox Datacenters,http://www.prologis.com,https://www.linkedin.com/company/prologis/,Cold Storage & Industrial Developers; Data Centre Developer; Real Estate Developers USA,prologis
no owner on record,,ESR Group,DC developer / operator,Pure-play data center,,,"1,001-5,000",1461,Secondary Focus,3,,LOGOS,https://www.esr.com/,https://www.linkedin.com/company/esrgroup/,Data Centre Developer,esr-group
no owner on record,,GDS Holdings,DC developer / operator,Pure-play data center,"Shanghai, China",China,"1,001-5,000",1430,Primary Focus,2,,DayOne,https://www.gds-services.com/,https://www.linkedin.com/company/gds-holdings/,Data Centre Developer,gds-holdings
no owner on record,,Iron Mountain,DC developer / operator,Pure-play data center,"Boston, Texas, Massachusetts, United States",United States,10001,1131,,,,Clark Construction Group,http://www.ironmountain.com,https://www.linkedin.com/company/iron-mountain/,Data Centre Developer,iron-mountain
no owner on record,,Bridge Data Centres,DC developer / operator,Pure-play data center,Singapore,Singapore,201-500,840,Primary Focus,6,,ByteDance,http://www.bridgedatacentres.com,https://www.linkedin.com/company/bridgedc/,Data Centre Developer,bridge-data-centres
no owner on record,,Peterson Companies,DC developer / operator,Pure-play data center,"Fairfax, Virginia, United States",United States,51-200,713,,13,,Bohler,http://www.petersoncos.com,https://www.linkedin.com/company/the-peterson-companies/,Data Centre Developer,peterson-companies
no owner on record,,Edged,DC developer / operator,Pure-play data center,"New York, United States",United States,51-200,686,,20,1,Seefried Industrial Properties; Ware Malcomb,http://www.edgedenergy.com,https://www.linkedin.com/company/edgedenergy/,Data Centre Developer,edged
no owner on record,,Brookfield Asset Management,DC developer / operator,Pure-play data center,,,,600,Secondary Focus,,,TransAlta Renewables,https://bam.brookfield.com/,,Data Centre Developer,brookfield-asset-management
no owner on record,,Bohler,Civil / land engineering + DC developer / operator,Construction / engineering,"Warren, New Jersey",New Jersey,"501 to 1,000",448,,101,,AWS; Peterson Companies; STACK Infrastructure,https://www.bohlerengineering.com,https://www.linkedin.com/company/bohlereng/,Civil Land Developers; Data Centre Developer,bohler
no owner on record,,Apple,Hyperscaler,Pure-play data center,"Cupertino, California",California,10001,355,Primary Focus,32,,Engie,http://www.apple.com/careers,https://www.linkedin.com/company/apple/,Data Centre Developer,apple
no owner on record,,Lincoln,DC developer / operator + Real estate & industrial developer,Pure-play data center,"Dallas, Texas",Texas,"1,001-5,000",220,,38,,metrobloks,https://www.lincolnproperty.com,https://www.linkedin.com/company/lincoln-property-company/,Data Centre Developer; Real Estate Developers USA,lincoln
no owner on record,,Hut 8,Cryptomining pivot + NeoCloud / AI infra,Pure-play data center,"Miami, Florida",Florida,1 to 10,209,,16,,Anthropic; Fluidstack; Jacobs; NVIDIA,https://hut8.com/,https://www.linkedin.com/company/hut8corp/,Data Centre Developer,hut-8
no owner on record,,G42 Cloud,NeoCloud / AI infra,Pure-play data center,,,,205,Primary Focus,,,TeraWulf,,,Data Centre Developer,g42-cloud
no owner on record,,Bit Digital (WhiteFiber),NeoCloud / AI infra,Pure-play data center,New York,New York,,199,,,,Enovum Data Centers; Nscale,https://bit-digital.com/,,Data Centre Developer,bit-digital
no owner on record,,SoftBank Corp.,DC developer / operator + NeoCloud / AI infra,Pure-play data center,"Minato-ku, Tokyo, Japan",Japan,201-500,169,Secondary Focus,,,OpenAI,https://group.softbank/en/,https://www.linkedin.com/company/softbankgroup/,Data Centre Developer,softbank-corp
no owner on record,,Bitdeer Technologies,Cryptomining pivot + NeoCloud / AI infra,Pure-play data center,,,,120,,,,Anthropic,,,Data Centre Developer,bitdeer-technologies
no owner on record,,HMC Capital,DC developer / operator,Pure-play data center,"Santiago, Chile",Chile,51-200,56,Secondary Focus,1,,Global Switch,http://www.hmccap.com,https://www.linkedin.com/company/hmc-capital/,Data Centre Developer,hmc-capital
no owner on record,,Evocative,DC developer / operator,Pure-play data center,"Los Angeles, California, United States",United States,201-500,31,,,,INAP,https://www.evocative.com,https://www.linkedin.com/company/evocativeglobal/,Data Centre Developer,evocative
no owner on record,,NVIDIA,DC developer / operator + NeoCloud / AI infra,Pure-play data center,"Santa Clara, California, United States",United States,10001,30,Secondary Focus,7,,Hut 8; Lambda,http://www.nvidia.com,https://www.linkedin.com/company/nvidia/,Data Centre Developer,nvidia
no owner on record,,Mapletree Industrial,DC developer / operator + Real estate & industrial developer,Pure-play data center,Singapore,Singapore,"1,001-5,000",22,Secondary Focus,,,Digital Realty,http://www.mapletree.com.sg,https://www.linkedin.com/company/mapletree/,Data Centre Developer; Real Estate Developers USA,mapletree-industrial
no owner on record,,HIVE,NeoCloud / AI infra,Pure-play data center,,,,20,,,,Bitfarms (Keel Infrastructure),,,Data Centre Developer,hive
no owner on record,,Galaxy Digital,NeoCloud / AI infra + DC developer / operator,Conglomerate,New York,New York,"501-1,000",20,Primary Focus,2,,CoreWeave,https://www.galaxy.com/,https://www.linkedin.com/company/galaxyhq/,Data Centre Developer,galaxy-digital
no owner on record,,ACCIONA,General contractor,Construction / engineering,,,,,,2,,Digital Realty,,https://www.linkedin.com/company/acciona/,General Contractors USA,acciona
no owner on record,,AECOM,Civil / land engineering + General contractor + Real estate & industrial developer,Construction / engineering,"Dallas, Texas",Texas,"10,001+",,,106,,DataBank; Nostrum,http://www.aecom.com,https://www.linkedin.com/company/aecom/,Civil Land Developers; Cold Storage & Industrial Developers; General Contractors USA,aecom
no owner on record,,AES Clean Energy,Energy developer / utility,Energy / utility,"Arlington, Virginia",Virginia,"10,001+",,,69,,AWS; Google; Meta; Microsoft,https://www.aescorporation.com,https://www.linkedin.com/company/aes-corporation/,Energy Developer,aes-clean-energy
no owner on record,,Affinius Capital,Real estate & industrial developer,Real estate / industrial,"San Antonio, Texas",Texas,201-500,,,5,,Corscale Data Centers,https://www.affiniuscapital.com,https://www.linkedin.com/company/affinius-capital/,Real Estate Developers USA; Cold Storage & Industrial Developers,affinius-capital
